ID,Game Session ID,Player ID,Event Type,Timestamp,Date Time,Latitude,Longitude,Altitude,Azimuth
5176,006dfa02-7f2f-4c7b-81a5-7367b682e916,Chris,LOCATION,1750609260396,2025-06-22 16:21:00.396,42.55715424,-87.95974265,173.69451904296875,140.3802
5177,006dfa02-7f2f-4c7b-81a5-7367b682e916,Chris,LOCATION,1750609262389,2025-06-22 16:21:02.389,42.55715423,-87.95974264,173.69610595703125,148.49779
5178,006dfa02-7f2f-4c7b-81a5-7367b682e916,Chris,LOCATION,1750609264411,2025-06-22 16:21:04.411,42.5571542,-87.95974264,173.69879150390625,146.75931
5179,006dfa02-7f2f-4c7b-81a5-7367b682e916,Chris,LOCATION,1750609266407,2025-06-22 16:21:06.407,42.55715418,-87.95974263,173.7003173828125,147.33344
5180,006dfa02-7f2f-4c7b-81a5-7367b682e916,Chris,LOCATION,1750609268391,2025-06-22 16:21:08.391,42.55715418,-87.95974263,173.70123291015625,143.32645
5181,006dfa02-7f2f-4c7b-81a5-7367b682e916,Chris,LOCATION,1750609270405,2025-06-22 16:21:10.405,42.55715416,-87.95974261,173.70452880859375,139.63689
5182,006dfa02-7f2f-4c7b-81a5-7367b682e916,Chris,LOCATION,1750609272408,2025-06-22 16:21:12.408,42.55715414,-87.9597426,173.7052001953125,147.67218
5183,006dfa02-7f2f-4c7b-81a5-7367b682e916,Chris,LOCATION,1750609274403,2025-06-22 16:21:14.403,42.55715412,-87.9597426,173.70233154296875,137.81145
5184,006dfa02-7f2f-4c7b-81a5-7367b682e916,Chris,LOCATION,1750609276401,2025-06-22 16:21:16.401,42.55715411,-87.9597426,173.702880859375,141.15584
5185,006dfa02-7f2f-4c7b-81a5-7367b682e916,Chris,LOCATION,1750609278407,2025-06-22 16:21:18.407,42.5571541,-87.95974265,173.70086669921875,137.16864
